icon,info,link,name,time
,"NGA是国内专业的游戏玩家社区,魔兽世界,英雄联盟,炉石传说,风暴英雄,暗黑破坏神3(D3)游戏攻略讨论,以及其他热门游戏玩家社区",https://bbs.nga.cn/,NGA论坛,2021-08-03
http://www.bibgame.com/./resources/img/favicon.ico,"游戏年轮旨在为您打造专业的switch破解游戏下载网站，任天堂switch游戏下载，PS4游戏、ps4破解游戏，switch破解，switch国行破解，switch游戏下载、NS游戏下载，ns破解游戏资源，xci游戏下载，nsp游戏下载，xbox360游戏下载、3ds游戏下载 NS游戏下载,psv游戏下载，ps3游戏下载，手机游戏 手机软件发布平台",http://www.bibgame.com/,PS4破解游戏,2021-08-03
,,http://www.google.cn.ua/,Google镜像,2021-08-03
https://xilesou.hk.53yu.com/https://g363.soik.top/image/G363.ico,"谷歌搜索-谷歌学术：在谷歌搜索不能用时免费为需求者提供谷歌新闻,谷歌视频,google搜索,谷歌学术等实时搜索结果,国内上谷歌 就上google搜索",https://xilesou.hk.53yu.com/,谷歌镜像,2021-08-03
,,http://www.wuyunzy.cn,乌云资源站,2021-08-03
https://er.run/https://cdn.octopusgame.com/gsjy/img/er/favicon.ico?id=46ea207dd9f6b96a17f0,"Control phone from computer with Wormhole. Support PC and Mac, iPhone and Android. Muliti-connection is supported.",https://er.run/,虫洞,2021-08-03
https://xiezuocat.com/#/?s=xydh/https://uranus-static.oss-accelerate.aliyuncs.com/xiezuocat/favicon.ico,写作猫是新一代AI写作伴侣，帮你推敲用语、斟酌文法、改写文风，还能实时同步翻译。,https://xiezuocat.com/#/?s=xydh,秘塔写作猫,2021-08-03
"https://www.integral-calculator.com/layout/favicon.png,q1473621686.pagespeed.ce.ctvGWLq8jR.png",Solve definite and indefinite integrals (antiderivatives) using this free online calculator. Step-by-step solution and graphs included!,https://www.integral-calculator.com/,积分计算,2021-08-03
,Web前端开发仓库，收录常用的JavaScript及jQuery插件，并提供在线演示效果。,http://code.ciaoca.com/,前端开发仓库,2021-08-03
https://apps.ankiweb.net/./favicon.ico,,https://apps.ankiweb.net/,Anki记忆,2021-08-03
,,https://sm.ms/,图床2,2021-08-03
http://www.mhhf.net/./favicon.ico,灵动游戏(www.mhhf.com)分享在线好游戏。,http://www.mhhf.net/,灵动游戏,2021-08-03
https://app.xunjiepdf.com/?wzxydh=/./favicon.ico,"迅捷在线pdf转word转换器免费版为您提供将PDF转换成WORD,word转换成pdf,ppt转换成pdf的免费在线转换服务；是一款完全免费的在线转换工具，在线免费完成PDF与word的转换体验，绿色小巧、无需安装！",https://app.xunjiepdf.com/?wzxydh=,PDF转换成Word转换,2021-08-03
,,http://tool.chacuo.net/mailanonymous,邮箱伪造,2021-08-03
//cdn.jandan.net/static/img/favicon.ico,煎蛋以译介方式传播网络新鲜资讯,http://jiandan.net,煎蛋网,2021-08-03
,Scribbler Too,http://www.zefrank.com/scribbler/scribblertoo/,蜘蛛体,2021-08-03
https://www.skylinewebcams.com/https://cdn.jsdelivr.net/gh/SkylineWebcams/web@main/favicon.ico,SkylineWebcams - Live Cams from the world’s most beautiful tourist attractions!,https://www.skylinewebcams.com/,全球实况监控,2021-08-03
,"本平台为短信在线免费网页版，Receive SMS Online China,云短信，在线短信接收，可以免费在线接收短信、验证码，虚拟手机号，各种网站注册、APP注册手机短信验证码，全自动接收手机验证码，手机验证码，手机验证码平台，验证码接收平台，短信验证码接收平台，手机验证码接收平台，短信接收平台，接码网站，短信接收平台，验证码接收，免费短信,中國",http://www.z-sms.com/,接短信,2021-08-03
http://www.qipamaijia.com/./favicon.ico,奇葩买家秀是一个以分享搞笑买家照片为内容的网站，聚合如淘宝买家秀照片、福利买家秀、爆笑淘宝买家晒图，分享购物中那些亮瞎双眼的奇葩照片尽在奇葩买家秀！,http://www.qipamaijia.com,买家秀,2021-08-03
,网站描述,http://www.opene164.org.cn/mark/index.html,查骚扰号码,2021-08-03
https://monitor.firefox.com/./img/favicons/favicon-64.png,Find out if you’ve been part of a data breach with Firefox Monitor. Sign up for alerts about future breaches and get tips to keep your accounts safe.,https://monitor.firefox.com/,泄露密码查询,2021-08-03
http://www.gotvg.com/https://www.gotvg.com/sites/default/files/favicon_0_0.ico,游聚游戏平台是一款街机联网游戏平台，为所有玩家提供最全的街机联机服务，游戏自动安装，为你提供最快捷方便的游戏体验，这里有你想要的红白机游戏，各种街机在线对战通关，是你各种童年的回忆啊。而且玩家之间还能互动聊天，一起回味童年摇杆的经典游戏！,http://www.gotvg.com/,聚游街机,2021-08-03
https://notepad.1976f.com/oo1/./dist/favicon.97accba9.png,,https://notepad.1976f.com/oo1,云Txt,2021-08-03
https://www.opengps.cn/Data/IP/LocHighAcc.aspx../../favicon.ico,高精度IP定位，百度地图地图展示IP位置，最准确的IP定位,https://www.opengps.cn/Data/IP/LocHighAcc.aspx,高精度IP地址查,2021-08-03
https://met.red/./favicon.ico,"全站免费的数据仓库,提供大量实时福利资源与在线智能工具,包括IP地址精确查询、WIFI精确查询、语音识别、视频解析、梦幻藏宝阁估价等等",https://met.red,获取对方位置,2021-08-03
,"分享吧至力于免费分享,网站源码，PHP源码，ASP源码，VIP网站模板,网站模板，好东西等更资源分享。",http://www.zlei.net/,分享吧,2021-08-03
http://chaipip.com/./favicon.ico,"百度高精度IP定位,查IP网免费提供高精度IP地址解析服务，数据实时更新,多种IP库同时显示,精确到网吧,街道,公司等",http://chaipip.com/,高精度IP地址查,2021-08-03
,致美化是国内最专业的桌面美化研究平台，聚集了超过50万的活跃用户，你可以在此个性化你的设备，探索及下载丰富多彩的电脑主题、壁纸、图标、皮肤等酷炫的桌面美化素材及教程。,https://zhutix.com/,致美化,2021-08-03
https://tool.lu/https://tool.lu/favicon.ico,"在线工具,开发人员工具,代码格式化、压缩、加密、解密,下载链接转换,sql工具,正则测试工具,favicon在线制作,字帖工具,中文简繁体转换,迅雷下载链接转换,进制转换,二维码",https://tool.lu/,程序员的工具箱,2021-08-03
,当贝市场官网可下载近万款精品TV大屏应用和游戏APP，为智能电视、投影仪和盒子量身打造。当贝影视、当贝音乐、当贝教育、当贝投影、当贝盒子、当贝桌面、当贝OS等产品同样备受好评！,http://www.dangbei.com/,当贝官网,2021-08-03
https://hipc.cn/favicon.ico,HiPC是一款用手机（微信）控制电脑的小程序，支持免安装APP集中监视电脑，远程开机、远程关机重启、远程打开软件、文件浏览、定时开关机、远程桌面截屏等。,https://hipc.cn,微信遥控电脑,2021-08-03
https://chrome.zzzmh.cn/favicon.ico,极简插件是一个优质Chrome插件扩展收录下载网站，收录热门好用的Chrome插件扩展，国内最方便的插件下载网站。,https://chrome.zzzmh.cn/,极简插件,2021-08-03
http://www.tool2.cn/assets/icon/favicon.png,TheAdmin - Responsive admin and web application ui kit,http://www.tool2.cn/,兔2工具,2021-08-03
http://free.apprcn.com/category/ios/http://free.apprcn.com/favicon.ico,,http://free.apprcn.com/category/ios/,反斗限免,2021-08-03
https://shortcuts.sspai.com/#/main/workflow/https://cdn.sspai.com/shortcuts/_build/dist/favicon.ico,,https://shortcuts.sspai.com/#/main/workflow,少数派捷径库,2021-08-03
https://jianwai.netease.com/./favicon.ico,,https://jianwai.netease.com/,网易见外工作台,2021-08-03
,微当下载是一个免费的软件下载站，以官方软件、绿色软件、浏览器、单机游戏、手机软件、手机游戏等软件为主，全站下载提供CDN加速，让您享受满速下载的体验。,https://www.weidown.com/,微当下载,2021-08-03
,,https://3li3.com,☆限免订阅,2021-08-03
https://sspai.com/https://cdn.sspai.com/sspai/assets/img/favicon/icon.ico,少数派致力于更好地运用数字产品或科学方法，帮助用户提升工作效率和生活品质,https://sspai.com/,少数派,2021-08-03
,,http://app.so/xianmian/,AppSo限免,2021-08-03
https://greasyfork.org/zh-CN/./packs/media/images/blacklogo16-5421a97c75656cecbe2befcec0778a96.png,,https://greasyfork.org/zh-CN/,游猴市场,2021-08-03
,,https://www.fxxkmakeding.xyz/,FxxKMake,2021-08-03
https://www.apkturbo.com/./favicon.ico,Instantly download Android Apps and Game APK. No Advertisements. Cloud Servers ensures faster Android APK downloads.,https://www.apkturbo.com/,APK市场,2021-08-03
https://www.macat.vip/https://www.macat.vip/wp-content/uploads/2019/12/1605180742-a4e9b247a653f8b.png,全网最新破解MAC软件,https://www.macat.vip/,马克喵Mac软件,2021-08-03
https://extfans.com/./favicon.ico?v=3.1.4,"扩展迷-专业的Chrome插件网,提供Chrome商店/谷歌应用商店里各类Chrome插件下载服务,拥有最好用的谷歌浏览器插件,最全面的Chrome插件资源,使用Chrome插件可以为谷歌浏览器带来功能性的扩展;更多优秀Chrome插件的介绍/推荐下载,以及谷歌插件相关资讯,尽在extfans.com.",https://extfans.com/,Chrome插件,2021-08-03
https://waitsun.com/./favicon.ico,"麦氪派(WaitsUn.com) 致力于分享优秀的安卓软件、安卓游戏,Mac应用软件，介绍Mac的使用技巧，最有价值的Mac软件免费分享，提供最新Mac破解软件免费下载。",https://waitsun.com,爱情守望者,2021-08-03
https://www.photopea.com/promo/thumb256.png,"Photopea Online Photo Editor lets you edit photos, apply effects, filters, add text, crop or resize pictures. Do Online Photo Editing in your browser for free!",https://www.photopea.com/,在线PS,2021-08-03
,爱网络，爱这里。网络人的烟火，熬不尽的网络江湖。专注活动，软件，教程分享！总之就是网络那些事。,https://www.x6d.com/,刀网,2021-08-03
,提供最新最快的动漫新番资讯和在线播放，开心看动漫，无圣骑、无暗牧,http://www.zzzfun.com/,ZZZFUN,2021-08-03
https://www.423down.com/https://www.423down.com/wp-content/themes/D7/img/favicon.ico,423Down-知名软件达人|423DOWN.COM，更新快、专注去广告类软件输出10年、个人IP品牌软件分享站..,https://www.423down.com/,423Down,2021-08-03
//vfiles.gtimg.cn/vupload/20200713/favicon.ico,“内容为王，用户为本”，WeTV是全球优质视频服务的生产者与提供者，致力于打造各国本土原创剧集，吸纳全球高品质影视节目，《你微笑时很美》正在热映，支持泰语、印尼语、越南语、马来等多种语言,https://wetv.vip/zh-cn,腾讯视频海外版,2021-08-03
http://lmgtfy.com/?q=炫猿/./favicon.ico,For all those people who find it more convenient to bother you with their question rather than to Google it for themselves.,http://lmgtfy.com/?q=炫猿,让我教你谷歌,2021-08-03
,"最新,最好看的电视剧、高清电影、经典动漫、综艺娱乐节目,南瓜电影专注打造精品电影网站！",http://www.nangua5.com/,南瓜电影,2021-08-03
https://www.liuchengtu.com/?wzxydh=/./favicon.ico,"迅捷画图是一个专业的在线画图网站，为用户提供简单易用的作图工具,支持在线创作流程图、在线制作思维导图、组织结构图、ER图、网络拓扑图等.在线作图，方便快捷，真正实现高效工作。",https://www.liuchengtu.com/?wzxydh=,迅捷画图,2021-08-03
https://www.ctfile.com/./favicon.ico,城通网盘是一款免费网盘，即免费网络存储空间服务。注册后可获得支持外链的50TB空间，最大单文件可达15GB，同时为用户提供每万次点击下载1000元的收益。已为国内外数千万用户提供超过 5000TB 的网络储存空间。,https://www.ctfile.com/,城通网盘,2021-08-03
https://tinypng.com/./images/favicon.ico,Make your website faster and save bandwidth. TinyPNG optimizes your PNG images by 50-80% while preserving full transparency!,https://tinypng.com/,TinyPNG,2021-08-03
https://www.ppzhilian.com/app-logo-128x128.png,帮助电脑、手机、平板等设备建立点到点的安全直连,https://www.ppzhilian.com/,皮皮直连,2021-08-03
https://www.nruan.com/win-key.html/https://www.nruan.com/favicon.ico,微软对于“大客户”使用Windows系列的企业版、专业版，有两种双方达成协议的授权激活方式：“MAK”和“KMS”。其中，“MAK”为“永久激活”；“KMS”为“180天周期激活”。“MAK密钥”激活,https://www.nruan.com/win-key.html,微软激活码,2021-08-03
http://m.baige.me/./images/favicon.ico,上传PDF，生成3D翻页电子书，电子画册，电子宣传册，微信画册，支持微信分享与收藏，用于公众号、印刷品、展会台卡等,http://m.baige.me/,百鸽电子书,2021-08-03
https://note.youdao.com/https://note.youdao.com/favicon.ico?v=2,有道云笔记是网易旗下专注办公提效的笔记软件，支持多端同步，用户可以随时随地对线上资料进行编辑、分享以及协同,https://note.youdao.com/,有道云笔记,2021-08-03
https://www.novipnoad.com/https://www.novipnoad.com/favicon.ico,NOVIPNOAD为用户提供及时的海外热门剧集在线观看，友好无广告，致力于最轻松的追剧体验。,https://www.novipnoad.com/,NO视频 ,2021-08-03
http://qingwendang.com/./Public/img/webicon.png,,http://qingwendang.com/,轻文档,2021-08-03
,作为你的第二大脑，记录就用印象笔记。印象笔记可以帮助你高效工作、学习与生活。支持无缝多端同步，快速保存微信、微博、网页等内容，一站式完成信息的收集备份、高效记录、分享和永久保存。,https://www.yinxiang.com/,印象笔记,2021-08-03
https://xiaohuazhuo.com/./favicon.ico,小画桌是一款轻量级的在线实时协作白板，内置音视频加密传输，适用于团队远程会议、头脑风暴、在线授课、UI需求评审等场景，致力提升团队效率。,https://xiaohuazhuo.com/,小画桌,2021-08-03
,Nutstore is a free cloud storage service that helps you access your files anywhere at any time and share them with friends easily,https://www.jianguoyun.com/,坚果云,2021-08-03
https://www.ghpym.com/https://img.lovestu.com/./uploads/2020/10/ghfavicon.png,本站更换域名为https://www.ghxi.com。果核剥壳是一家博客类型的资源分享软件，分享绿色软件软件，破解软件，安卓软件，纯净系统等。守住互联网最后的一片净土。,https://www.ghpym.com/,果核剥壳,2021-08-03
//mac-torrent-download.net/wp-content/themes/stinger5_child/images/rogo.ico,"Free Download Mac Application, Software, Plugins. Games for macOS. Over 4 % 0,000 Mac apps Torrents.",https://mac-torrent-download.net/,Mac破解软件,2021-08-03
https://tableconvert.com/./static/images/favicon.png,"A powerful online table generator and editor that converts between csv, html and markdown. easy to convert html tables to sql, json, xml, excel, latex tables and text, making the table easier to use.",https://tableconvert.com/,表格在线转换,2021-08-03
https://www.wenshushu.cn/./favicon.ico,文叔叔，免费空间 40GB，一款永不限速的云存储产品。传文件、收文件、网盘，还支持历史记录等高级功能。,https://www.wenshushu.cn/,文叔叔,2021-08-03
,,https://www.uzer.me/,UZER,2021-08-03
https://www.weiyun.com/https://img.weiyun.com/vipstyle/nr/box/img/favicon.ico?max_age=31536000,"微云是腾讯公司为用户精心打造的一项智能云服务, 您可以通过微云方便地在手机和电脑之间同步文件、推送照片和传输数据。",https://www.weiyun.com/,微云,2021-08-03
https://magi.com/./assets/icons/favicon-32x32.png,用 AI 梳理互联网的知识引擎 - Magi 通过机器学习将互联网上的海量信息构建成可解析、可检索、可溯源的结构化知识体系。,https://magi.com/,Magi,2021-08-03
https://lanzou.com/./favicon.ico,,https://lanzou.com,蓝奏云,2021-08-03
https://www.douyin.com/https://lf1-cdn-tos.bytegoofy.com/goofy/ies/douyin_web/public/favicon.ico,抖音-记录美好生活的视频平台,https://www.douyin.com/,抖音,2021-08-03
https://cowtransfer.com/https://background.c-t.work/android-icon-192x192.png,无需登录即可完成文件上传下载，上传下载永不限速，3T超大容量网盘空间，最大可支持20GB大文件传输，奶牛快传已经成为全中国最快的文件传输服务之一。,https://cowtransfer.com/,奶牛快传,2021-08-03
https://www.kpkuang.com/./upload/site/20191223-1/2c9a52af085be96d716679409b453460.png,"看片狂人(www.kpkuang.com)是一个为影迷剧迷朋友们建立的可免费在线观看,免费超前点播,下载高清视频资源的网站,每日收集全网最新的电影,电视剧,动漫,综艺,日剧,韩剧,美剧等高清资源供网友免费观看和下载。",https://www.kpkuang.com/,看片狂人,2021-08-03
